"[' 4,619', ' 6,337', ' 9,199', ' 12,691', ' 17,048', ' 25,105', ' 35,587', ' 44,942', ' 58,604', ' 71,970', ' 86,482', ' 67,317']"
"['$32.88', ' $58.58', '$82.17', '$99.24', '$131.98', '$184.25', ' $137.87', '$202.02', ' $276.38', '$329.97', ' $117.87', '$345.27']"
"['2013', '2014', '2015', '2016', '2017', '2018', '2019', '2020', '2021', '2022', '2023', '2024']"
